asset_number,manufacturer,category,size,manufacturing_date,asset_name,decommissioned_date
SAID-0005543,"Hoshizaki America, Inc.",Ice Maker,201,3/1/2017,KM-201BAH,-
SAID-0005542,"Hoshizaki America, Inc.",Ice Maker,201,10/1/2016,KM-201BAH,-
SAID-0005541,"Hoshizaki America, Inc.",Ice Maker,201,6/1/2016,KM-201BAH,-
SAID-0005540,"Hoshizaki America, Inc.",Ice Maker,201,5/1/2016,KM-201BAH,-
SAID-0005538,"Hoshizaki America, Inc.",Ice Maker,201,5/1/2016,KM-201BAH,-
SAID-0005537,"Hoshizaki America, Inc.",Ice Maker,201,5/1/2016,KM-201BAH,-
SAID-0005536,"Hoshizaki America, Inc.",Ice Maker,201,5/1/2016,KM-201BAH,-
SAID-0005535,"Hoshizaki America, Inc.",Ice Maker,201,5/1/2016,KM-201BAH,-
SAID-0005534,"Hoshizaki America, Inc.",Ice Maker,201,4/1/2016,KM-201BAH,-
SAID-0005533,"Hoshizaki America, Inc.",Ice Maker,201,4/1/2016,KM-201BAH,-
SAID-0005532,"Hoshizaki America, Inc.",Ice Maker,201,4/1/2016,KM-201BAH,-
SAID-0005531,"Hoshizaki America, Inc.",Ice Maker,201,4/1/2016,KM-201BAH,-
SAID-0005530,"Hoshizaki America, Inc.",Ice Maker,201,4/1/2016,KM-201BAH,-
SAID-0005529,"Hoshizaki America, Inc.",Ice Maker,201,4/1/2016,KM-201BAH,-
SAID-0005528,"Hoshizaki America, Inc.",Ice Maker,201,2/1/2016,KM-201BAH,-
SAID-0005527,"Hoshizaki America, Inc.",Ice Maker,201,2/1/2016,KM-201BAH,-
SAID-0005526,"Hoshizaki America, Inc.",Ice Maker,201,3/1/2015,KM-201BAH,-
SAID-0005525,"Hoshizaki America, Inc.",Ice Maker,201,9/26/2018,KM-201BAH,-
SAID-0005524,"Hoshizaki America, Inc.",Ice Maker,201,11/3/2021,KM-201BAH,-
SAID-0005523,"Hoshizaki America, Inc.",Ice Maker,201,8/1/2015,KM-201BAH,-
SAID-0005522,"Hoshizaki America, Inc.",Ice Maker,201,7/1/2015,KM-201BAH,-
SAID-0005521,"Hoshizaki America, Inc.",Ice Maker,201,6/1/2015,KM-201BAH,-
SAID-0005520,"Hoshizaki America, Inc.",Ice Maker,201,6/1/2015,KM-201BAH,-
SAID-0005519,"Hoshizaki America, Inc.",Ice Maker,201,5/1/2015,KM-201BAH,-
SAID-0005518,"Hoshizaki America, Inc.",Ice Maker,201,1/1/2015,KM-201BAH,-
SAID-0005517,"Hoshizaki America, Inc.",Ice Maker,201,1/1/2015,KM-201BAH,-
SAID-0005516,"Hoshizaki America, Inc.",Ice Maker,201,4/21/2020,KM-201BAH,-
SAID-0005515,"Hoshizaki America, Inc.",Ice Maker,201,11/1/2014,KM-201BAH,-
SAID-0005514,"Hoshizaki America, Inc.",Ice Maker,201,8/1/2014,KM-201BAH,-
SAID-0005513,"Hoshizaki America, Inc.",Ice Maker,201,8/1/2014,KM-201BAH,-
SAID-0005512,"Hoshizaki America, Inc.",Ice Maker,201,7/1/2014,KM-201BAH,-
SAID-0005511,"Hoshizaki America, Inc.",Ice Maker,201,12/1/2013,KM-201BAH,-
SAID-0005510,"Hoshizaki America, Inc.",Ice Maker,201,7/1/2013,KM-201BAH,-
SAID-0005508,"Hoshizaki America, Inc.",Ice Maker,201,5/1/2013,KM-201BAH,-
SAID-0005507,"Hoshizaki America, Inc.",Ice Maker,201,12/1/2012,KM-201BAH,-
SAID-0005505,"Hoshizaki America, Inc.",Ice Maker,201,4/1/2012,KM-201BAH,-
SAID-0005504,"Hoshizaki America, Inc.",Ice Maker,201,4/1/2012,KM-201BAH,-
SAID-0005503,"Hoshizaki America, Inc.",Ice Maker,201,2/1/2012,KM-201BAH,-
SAID-0005499,"Hoshizaki America, Inc.",Ice Maker,2000,12/1/2006,KM-2000SWH3,-
SAID-0005497,"Hoshizaki America, Inc.",Ice Maker,2000,7/1/2006,KM-2000SWH3,-
SAID-0005496,"Hoshizaki America, Inc.",Ice Maker,2000,6/1/2005,KM-2000SWH3,-
SAID-0005495,"Hoshizaki America, Inc.",Ice Maker,2000,6/1/2005,KM-2000SWH3,-
SAID-0005490,"Hoshizaki America, Inc.",Ice Maker,2000,12/1/2007,KM-2000SRH3,-
SAID-0005489,"Hoshizaki America, Inc.",Ice Maker,2000,2/1/2007,KM-2000SRH3,-
SAID-0005486,"Hoshizaki America, Inc.",Ice Maker,2000,8/8/2022,KM-2000SRH3,-
SAID-0005485,"Hoshizaki America, Inc.",Ice Maker,2000,7/1/2005,KM-2000SRH3,-
SAID-0005484,"Hoshizaki America, Inc.",Ice Maker,2000,10/1/2004,KM-2000SRH3,-
SAID-0005483,"Hoshizaki America, Inc.",Ice Maker,2000,6/1/2004,KM-2000SRH3,-
SAID-0005481,"Hoshizaki America, Inc.",Ice Maker,2000,5/8/2012,KM-2000SRH3,-
SAID-0005480,"Hoshizaki America, Inc.",Ice Maker,2000,5/1/2021,KM-2000SRH3,-
SAID-0005479,"Hoshizaki America, Inc.",Ice Maker,2000,6/1/2020,KM-2000SRF3,-
SAID-0005478,"Hoshizaki America, Inc.",Ice Maker,1900,8/1/2019,KM-1900SWJ3,-
SAID-0005477,"Hoshizaki America, Inc.",Ice Maker,1900,8/1/2019,KM-1900SWJ3,-
SAID-0005475,"Hoshizaki America, Inc.",Ice Maker,1900,12/1/2018,KM-1900SWJ,-
SAID-0005474,"Hoshizaki America, Inc.",Ice Maker,1900,2/1/2009,KM-1900SWH3,-
SAID-0005473,"Hoshizaki America, Inc.",Ice Maker,1900,2/1/2009,KM-1900SWH3,-
SAID-0005472,"Hoshizaki America, Inc.",Ice Maker,1900,2/1/2009,KM-1900SWH3,-
SAID-0005471,"Hoshizaki America, Inc.",Ice Maker,1900,8/1/2017,KM-1900SWH3,-
SAID-0005469,"Hoshizaki America, Inc.",Ice Maker,1900,3/1/2017,KM-1900SWH3,-
SAID-0005468,"Hoshizaki America, Inc.",Ice Maker,1900,11/1/2016,KM-1900SWH3,-
SAID-0005467,"Hoshizaki America, Inc.",Ice Maker,1900,11/1/2015,KM-1900SWH3,-
SAID-0005466,"Hoshizaki America, Inc.",Ice Maker,1900,10/1/2015,KM-1900SWH3,-
SAID-0005463,"Hoshizaki America, Inc.",Ice Maker,1900,10/1/2014,KM-1900SWH3,-
SAID-0005459,"Hoshizaki America, Inc.",Ice Maker,1900,12/1/2013,KM-1900SWH3,-
SAID-0005458,"Hoshizaki America, Inc.",Ice Maker,1900,2/1/2013,KM-1900SWH3,-
SAID-0005457,"Hoshizaki America, Inc.",Ice Maker,1900,11/1/2012,KM-1900SWH3,-
SAID-0005456,"Hoshizaki America, Inc.",Ice Maker,1900,10/1/2011,KM-1900SWH3,-
SAID-0005455,"Hoshizaki America, Inc.",Ice Maker,1900,8/1/2011,KM-1900SWH3,-
SAID-0005454,"Hoshizaki America, Inc.",Ice Maker,1900,8/1/2011,KM-1900SWH3,-
SAID-0005453,"Hoshizaki America, Inc.",Ice Maker,1900,8/1/2011,KM-1900SWH3,-
SAID-0005451,"Hoshizaki America, Inc.",Ice Maker,1900,8/1/2011,KM-1900SWH3,-
SAID-0005450,"Hoshizaki America, Inc.",Ice Maker,1900,3/21/2022,KM-1900SWH,-
SAID-0005448,"Hoshizaki America, Inc.",Ice Maker,1900,2/1/2015,KM-1900SWH,-
SAID-0005447,"Hoshizaki America, Inc.",Ice Maker,1900,8/1/2012,KM-1900SWH,-
SAID-0005446,"Hoshizaki America, Inc.",Ice Maker,1900,12/1/2011,KM-1900SWH,-
SAID-0005445,"Hoshizaki America, Inc.",Ice Maker,1900,4/1/2011,KM-1900SWH,-
SAID-0005444,"Hoshizaki America, Inc.",Ice Maker,1900,2/1/2021,KM-1900SRJ3,-
SAID-0005443,"Hoshizaki America, Inc.",Ice Maker,1900,2/1/2021,KM-1900SRJ3,-
SAID-0005442,"Hoshizaki America, Inc.",Ice Maker,1900,8/1/2020,KM-1900SRJ3,-
SAID-0005441,"Hoshizaki America, Inc.",Ice Maker,1900,12/1/2022,KM-1900SRJ,-
SAID-0005438,"Hoshizaki America, Inc.",Ice Maker,1900,8/1/2017,KM-1900SRH3,-
SAID-0005437,"Hoshizaki America, Inc.",Ice Maker,1900,5/1/2016,KM-1900SRH3,3/26/2025
SAID-0005436,"Hoshizaki America, Inc.",Ice Maker,1900,4/1/2013,KM-1900SRH3,-
SAID-0005435,"Hoshizaki America, Inc.",Ice Maker,1900,10/1/2012,KM-1900SRH3,-
SAID-0005434,"Hoshizaki America, Inc.",Ice Maker,1900,10/1/2011,KM-1900SRH3,-
SAID-0005432,"Hoshizaki America, Inc.",Ice Maker,1900,6/1/2019,KM-1900SAJ3,-
SAID-0005431,"Hoshizaki America, Inc.",Ice Maker,1900,6/1/2019,KM-1900SAJ3,-
SAID-0005430,"Hoshizaki America, Inc.",Ice Maker,1900,8/1/2018,KM-1900SAJ3,-
SAID-0005429,"Hoshizaki America, Inc.",Ice Maker,1900,1/1/2018,KM-1900SAJ3,-
SAID-0005428,"Hoshizaki America, Inc.",Ice Maker,1900,8/1/2021,KM-1900SAJ,-
SAID-0005427,"Hoshizaki America, Inc.",Ice Maker,1900,6/1/2020,KM-1900SAJ,-
SAID-0005426,"Hoshizaki America, Inc.",Ice Maker,1900,10/1/2019,KM-1900SAJ,-
SAID-0005424,"Hoshizaki America, Inc.",Ice Maker,1900,12/1/2017,KM-1900SAJ,-
SAID-0005421,"Hoshizaki America, Inc.",Ice Maker,1900,7/1/2017,KM-1900SAH3,-
SAID-0005416,"Hoshizaki America, Inc.",Ice Maker,1900,1/1/2013,KM-1900SAH3,-
SAID-0005415,"Hoshizaki America, Inc.",Ice Maker,1900,10/28/2016,KM-1900SAH3,-
SAID-0005414,"Hoshizaki America, Inc.",Ice Maker,1900,7/1/2017,KM-1900SAH,-
SAID-0005413,"Hoshizaki America, Inc.",Ice Maker,1900,3/1/2017,KM-1900SAH,-
SAID-0005412,"Hoshizaki America, Inc.",Ice Maker,1900,1/9/2019,KM-1900SAH,-
SAID-0005411,"Hoshizaki America, Inc.",Ice Maker,1900,12/1/2016,KM-1900SAH,-
SAID-0005410,"Hoshizaki America, Inc.",Ice Maker,1900,5/25/2016,KM-1900SAH,-
SAID-0005408,"Hoshizaki America, Inc.",Ice Maker,1800,8/1/2008,KM-1800SRH3,-
SAID-0005407,"Hoshizaki America, Inc.",Ice Maker,1800,7/1/2008,KM-1800SRH3,-
SAID-0005405,"Hoshizaki America, Inc.",Ice Maker,1800,10/1/2008,KM-1800SAH3,-
SAID-0005404,"Hoshizaki America, Inc.",Ice Maker,1800,1/1/2008,KM-1800SAH3,-
SAID-0005402,"Hoshizaki America, Inc.",Ice Maker,1800,12/19/2015,KM-1800SAH3,-
SAID-0005401,"Hoshizaki America, Inc.",Ice Maker,1800,12/1/2005,KM-1800SAH3,-
SAID-0005399,"Hoshizaki America, Inc.",Ice Maker,1800,4/1/2004,KM-1800SAH3,-
SAID-0005398,"Hoshizaki America, Inc.",Ice Maker,1800,3/1/2021,KM-1800SAH,-
SAID-0005397,"Hoshizaki America, Inc.",Ice Maker,161,11/4/2022,KM-161BAJ,-
SAID-0005394,"Hoshizaki America, Inc.",Ice Maker,161,2/1/2020,KM-161BAJ,-
SAID-0005392,"Hoshizaki America, Inc.",Ice Maker,161,2/28/2020,KM-161BAJ,-
SAID-0005391,"Hoshizaki America, Inc.",Ice Maker,161,12/1/2019,KM-161BAJ,-
SAID-0005390,"Hoshizaki America, Inc.",Ice Maker,161,12/1/2019,KM-161BAJ,-
SAID-0005389,"Hoshizaki America, Inc.",Ice Maker,161,10/1/2019,KM-161BAJ,-
SAID-0005388,"Hoshizaki America, Inc.",Ice Maker,161,6/1/2019,KM-161BAJ,-
SAID-0005387,"Hoshizaki America, Inc.",Ice Maker,161,10/1/2018,KM-161BAJ,-
SAID-0005386,"Hoshizaki America, Inc.",Ice Maker,161,4/1/2014,KM-161BAJ,-
SAID-0005385,"Hoshizaki America, Inc.",Ice Maker,160,10/1/2018,KM-160BAJ,-
SAID-0005384,"Hoshizaki America, Inc.",Ice Maker,1601,10/1/2019,KM-1601SWJ3,-
SAID-0005383,"Hoshizaki America, Inc.",Ice Maker,1601,4/1/2019,KM-1601SWJ3,-
SAID-0005382,"Hoshizaki America, Inc.",Ice Maker,1601,6/1/2018,KM-1601SWJ3,-
SAID-0005380,"Hoshizaki America, Inc.",Ice Maker,1601,1/10/2018,KM-1601SWJ3,-
SAID-0011180,"Hoshizaki America, Inc.",Ice Maker,1601,3/10/2021,KM-1601SWJ,-
SAID-0005379,"Hoshizaki America, Inc.",Ice Maker,1601,8/25/2022,KM-1601SWJ,-
SAID-0005378,"Hoshizaki America, Inc.",Ice Maker,1601,4/1/2021,KM-1601SWJ,-
SAID-0005377,"Hoshizaki America, Inc.",Ice Maker,1601,11/1/2020,KM-1601SWJ,-
SAID-0005374,"Hoshizaki America, Inc.",Ice Maker,1601,12/1/2019,KM-1601SWJ,-
SAID-0005371,"Hoshizaki America, Inc.",Ice Maker,1601,10/1/2018,KM-1601SWJ,-
SAID-0005368,"Hoshizaki America, Inc.",Ice Maker,1601,6/1/2018,KM-1601SWJ,-
SAID-0005367,"Hoshizaki America, Inc.",Ice Maker,1601,2/1/2018,KM-1601SWJ,-
SAID-0005365,"Hoshizaki America, Inc.",Ice Maker,1601,1/1/2018,KM-1601SWJ,-
SAID-0005360,"Hoshizaki America, Inc.",Ice Maker,1601,3/1/2010,KM-1601SWH3,-
SAID-0005359,"Hoshizaki America, Inc.",Ice Maker,1601,6/1/2008,KM-1601SWH3,-
SAID-0005358,"Hoshizaki America, Inc.",Ice Maker,1601,4/1/2017,KM-1601SWH3,-
SAID-0005357,"Hoshizaki America, Inc.",Ice Maker,1601,2/1/2017,KM-1601SWH3,-
SAID-0005356,"Hoshizaki America, Inc.",Ice Maker,1601,2/1/2017,KM-1601SWH3,-
SAID-0005355,"Hoshizaki America, Inc.",Ice Maker,1601,6/1/2016,KM-1601SWH3,-
SAID-0005352,"Hoshizaki America, Inc.",Ice Maker,1601,3/1/2015,KM-1601SWH3,-
SAID-0005351,"Hoshizaki America, Inc.",Ice Maker,1601,4/1/2014,KM-1601SWH3,-
SAID-0005350,"Hoshizaki America, Inc.",Ice Maker,1601,3/1/2014,KM-1601SWH3,-
SAID-0005348,"Hoshizaki America, Inc.",Ice Maker,1601,11/1/2013,KM-1601SWH3,-
SAID-0005347,"Hoshizaki America, Inc.",Ice Maker,1601,8/1/2013,KM-1601SWH3,-
SAID-0005346,"Hoshizaki America, Inc.",Ice Maker,1601,3/1/2012,KM-1601SWH3,-
SAID-0005345,"Hoshizaki America, Inc.",Ice Maker,1601,10/1/2010,KM-1601SWH,-
SAID-0005342,"Hoshizaki America, Inc.",Ice Maker,1601,6/1/2010,KM-1601SWH,-
SAID-0005336,"Hoshizaki America, Inc.",Ice Maker,1601,12/1/2008,KM-1601SWH,-
SAID-0005335,"Hoshizaki America, Inc.",Ice Maker,1601,12/1/2008,KM-1601SWH,-
SAID-0005334,"Hoshizaki America, Inc.",Ice Maker,1601,11/1/2008,KM-1601SWH,-
SAID-0005333,"Hoshizaki America, Inc.",Ice Maker,1601,11/1/2007,KM-1601SWH,-
SAID-0005332,"Hoshizaki America, Inc.",Ice Maker,1601,11/1/2007,KM-1601SWH,-
SAID-0005331,"Hoshizaki America, Inc.",Ice Maker,1601,7/1/2007,KM-1601SWH,-
SAID-0005328,"Hoshizaki America, Inc.",Ice Maker,1601,12/1/2016,KM-1601SWH,-
SAID-0005327,"Hoshizaki America, Inc.",Ice Maker,1601,6/1/2016,KM-1601SWH,-
SAID-0005326,"Hoshizaki America, Inc.",Ice Maker,1601,6/1/2016,KM-1601SWH,-
SAID-0005325,"Hoshizaki America, Inc.",Ice Maker,1601,5/1/2016,KM-1601SWH,-
SAID-0005324,"Hoshizaki America, Inc.",Ice Maker,1601,1/1/2016,KM-1601SWH,-
SAID-0005323,"Hoshizaki America, Inc.",Ice Maker,1601,12/1/2015,KM-1601SWH,-
SAID-0005322,"Hoshizaki America, Inc.",Ice Maker,1601,10/1/2015,KM-1601SWH,-
SAID-0005321,"Hoshizaki America, Inc.",Ice Maker,1601,4/1/2015,KM-1601SWH,-
SAID-0005316,"Hoshizaki America, Inc.",Ice Maker,1601,5/1/2014,KM-1601SWH,-
SAID-0005315,"Hoshizaki America, Inc.",Ice Maker,1601,6/1/2014,KM-1601SWH,-
SAID-0005312,"Hoshizaki America, Inc.",Ice Maker,1601,11/1/2013,KM-1601SWH,-
SAID-0005311,"Hoshizaki America, Inc.",Ice Maker,1601,11/1/2013,KM-1601SWH,-
SAID-0005310,"Hoshizaki America, Inc.",Ice Maker,1601,7/1/2013,KM-1601SWH,-
SAID-0005309,"Hoshizaki America, Inc.",Ice Maker,1601,7/1/2013,KM-1601SWH,-
SAID-0005308,"Hoshizaki America, Inc.",Ice Maker,1601,7/1/2013,KM-1601SWH,-
SAID-0005307,"Hoshizaki America, Inc.",Ice Maker,1601,7/1/2013,KM-1601SWH,-
SAID-0005306,"Hoshizaki America, Inc.",Ice Maker,1601,6/1/2013,KM-1601SWH,-
SAID-0005305,"Hoshizaki America, Inc.",Ice Maker,1601,6/1/2013,KM-1601SWH,-
SAID-0005301,"Hoshizaki America, Inc.",Ice Maker,1601,4/1/2013,KM-1601SWH,-
SAID-0005300,"Hoshizaki America, Inc.",Ice Maker,1601,8/1/2012,KM-1601SWH,-
SAID-0005298,"Hoshizaki America, Inc.",Ice Maker,1601,5/1/2011,KM-1601SWH,-
SAID-0005296,"Hoshizaki America, Inc.",Ice Maker,1601,6/1/2011,KM-1601SWH,-
SAID-0005293,"Hoshizaki America, Inc.",Ice Maker,1601,4/1/2011,KM-1601SWH,-
SAID-0005292,"Hoshizaki America, Inc.",Ice Maker,1601,4/1/2011,KM-1601SWH,-
SAID-0005291,"Hoshizaki America, Inc.",Ice Maker,1601,4/1/2011,KM-1601SWH,-
SAID-0005290,"Hoshizaki America, Inc.",Ice Maker,1601,2/1/2021,KM-1601SRJ3,-
SAID-0005289,"Hoshizaki America, Inc.",Ice Maker,1601,1/1/2019,KM-1601SRJ3,-
SAID-0005288,"Hoshizaki America, Inc.",Ice Maker,1601,6/1/2018,KM-1601SRJ3,-
SAID-0005286,"Hoshizaki America, Inc.",Ice Maker,1601,7/1/2020,KM-1601SRJ,-
SAID-0005285,"Hoshizaki America, Inc.",Ice Maker,1601,2/4/2020,KM-1601SRJ,-
SAID-0005281,"Hoshizaki America, Inc.",Ice Maker,1601,7/1/2007,KM-1601SRH3,-
SAID-0005280,"Hoshizaki America, Inc.",Ice Maker,1601,6/1/2007,KM-1601SRH3,-
SAID-0005279,"Hoshizaki America, Inc.",Ice Maker,1601,8/1/2017,KM-1601SRH3,-
SAID-0005278,"Hoshizaki America, Inc.",Ice Maker,1601,12/1/2016,KM-1601SRH3,-
SAID-0005277,"Hoshizaki America, Inc.",Ice Maker,1601,12/1/2016,KM-1601SRH3,-
SAID-0005276,"Hoshizaki America, Inc.",Ice Maker,1601,2/16/2017,KM-1601SRH3,-
SAID-0005275,"Hoshizaki America, Inc.",Ice Maker,1601,12/1/2014,KM-1601SRH3,-
SAID-0005274,"Hoshizaki America, Inc.",Ice Maker,1601,12/1/2014,KM-1601SRH3,-
SAID-0005273,"Hoshizaki America, Inc.",Ice Maker,1601,6/1/2014,KM-1601SRH3,-
SAID-0005272,"Hoshizaki America, Inc.",Ice Maker,1601,4/1/2014,KM-1601SRH3,-
SAID-0005271,"Hoshizaki America, Inc.",Ice Maker,1601,11/1/2013,KM-1601SRH3,-
SAID-0005269,"Hoshizaki America, Inc.",Ice Maker,1601,5/1/2010,KM-1601SRH,-
SAID-0005268,"Hoshizaki America, Inc.",Ice Maker,1601,4/1/2017,KM-1601SRH,-
SAID-0005265,"Hoshizaki America, Inc.",Ice Maker,1601,10/1/2012,KM-1601SRH,-
SAID-0005264,"Hoshizaki America, Inc.",Ice Maker,1601,6/3/2015,KM-1601SAJ3,-
SAID-0005263,"Hoshizaki America, Inc.",Ice Maker,1601,2/1/2020,KM-1601SAJ3,-
SAID-0005262,"Hoshizaki America, Inc.",Ice Maker,1601,3/1/2019,KM-1601SAJ3,-
SAID-0005261,"Hoshizaki America, Inc.",Ice Maker,1601,3/25/2002,KM-1601SAJ3,-
SAID-0005260,"Hoshizaki America, Inc.",Ice Maker,1601,10/14/2022,KM-1601SAJ,-
SAID-0005259,"Hoshizaki America, Inc.",Ice Maker,1601,8/1/2020,KM-1601SAJ,-
SAID-0005258,"Hoshizaki America, Inc.",Ice Maker,1601,6/1/2020,KM-1601SAJ,-
SAID-0005256,"Hoshizaki America, Inc.",Ice Maker,1601,3/1/2020,KM-1601SAJ,-
SAID-0005255,"Hoshizaki America, Inc.",Ice Maker,1601,3/1/2020,KM-1601SAJ,-
SAID-0005254,"Hoshizaki America, Inc.",Ice Maker,1601,4/10/2020,KM-1601SAJ,-
SAID-0005253,"Hoshizaki America, Inc.",Ice Maker,1601,12/1/2019,KM-1601SAJ,-
SAID-0005251,"Hoshizaki America, Inc.",Ice Maker,1601,8/1/2019,KM-1601SAJ,-
SAID-0005250,"Hoshizaki America, Inc.",Ice Maker,1601,8/1/2019,KM-1601SAJ,-
SAID-0005249,"Hoshizaki America, Inc.",Ice Maker,1601,8/1/2019,KM-1601SAJ,-
SAID-0005248,"Hoshizaki America, Inc.",Ice Maker,1601,8/1/2019,KM-1601SAJ,-
SAID-0005247,"Hoshizaki America, Inc.",Ice Maker,1601,7/1/2019,KM-1601SAJ,-
SAID-0005246,"Hoshizaki America, Inc.",Ice Maker,1601,2/1/2019,KM-1601SAJ,-
SAID-0005243,"Hoshizaki America, Inc.",Ice Maker,1601,10/1/2018,KM-1601SAJ,-
SAID-0005242,"Hoshizaki America, Inc.",Ice Maker,1601,8/1/2018,KM-1601SAJ,-
SAID-0005241,"Hoshizaki America, Inc.",Ice Maker,1601,1/1/2018,KM-1601SAJ,-
SAID-0005240,"Hoshizaki America, Inc.",Ice Maker,1601,1/1/2018,KM-1601SAJ,-
SAID-0005239,"Hoshizaki America, Inc.",Ice Maker,1601,2/19/2018,KM-1601SAJ,-
SAID-0005238,"Hoshizaki America, Inc.",Ice Maker,1601,6/27/2018,KM-1601SAJ,-
SAID-0005237,"Hoshizaki America, Inc.",Ice Maker,1601,12/1/2017,KM-1601SAJ,-
SAID-0005236,"Hoshizaki America, Inc.",Ice Maker,1601,10/1/2017,KM-1601SAJ,-
SAID-0005232,"Hoshizaki America, Inc.",Ice Maker,1601,12/1/2014,KM-1601SAH3,-
SAID-0005231,"Hoshizaki America, Inc.",Ice Maker,1601,5/1/2017,KM-1601SAH,-
SAID-0005230,"Hoshizaki America, Inc.",Ice Maker,1601,5/1/2017,KM-1601SAH,-
SAID-0005229,"Hoshizaki America, Inc.",Ice Maker,1601,5/1/2017,KM-1601SAH,-
SAID-0005228,"Hoshizaki America, Inc.",Ice Maker,1601,4/1/2017,KM-1601SAH,-
SAID-0005227,"Hoshizaki America, Inc.",Ice Maker,1601,4/1/2017,KM-1601SAH,-
SAID-0005226,"Hoshizaki America, Inc.",Ice Maker,1601,4/1/2017,KM-1601SAH,-
SAID-0005225,"Hoshizaki America, Inc.",Ice Maker,1601,3/1/2017,KM-1601SAH,-
SAID-0005224,"Hoshizaki America, Inc.",Ice Maker,1601,3/1/2017,KM-1601SAH,-
SAID-0005223,"Hoshizaki America, Inc.",Ice Maker,1601,5/1/2016,KM-1601SAH,-
SAID-0005222,"Hoshizaki America, Inc.",Ice Maker,1601,5/1/2016,KM-1601SAH,-
SAID-0005220,"Hoshizaki America, Inc.",Ice Maker,1601,3/1/2016,KM-1601SAH,-
SAID-0005219,"Hoshizaki America, Inc.",Ice Maker,1601,1/1/2016,KM-1601SAH,-
SAID-0005218,"Hoshizaki America, Inc.",Ice Maker,1601,1/1/2016,KM-1601SAH,-
SAID-0005217,"Hoshizaki America, Inc.",Ice Maker,1601,12/1/2015,KM-1601SAH,-
SAID-0005216,"Hoshizaki America, Inc.",Ice Maker,1601,6/1/2015,KM-1601SAH,-
SAID-0005215,"Hoshizaki America, Inc.",Ice Maker,1601,5/1/2013,KM-1601SAH,-
SAID-0005214,"Hoshizaki America, Inc.",Ice Maker,1601,4/29/2013,KM-1601SAH,-
SAID-0005213,"Hoshizaki America, Inc.",Ice Maker,1601,2/7/2013,KM-1601SAH,-
SAID-0005212,"Hoshizaki America, Inc.",Ice Maker,1601,5/1/2012,KM-1601SAH,-
SAID-0005211,"Hoshizaki America, Inc.",Ice Maker,1601,3/1/2012,KM-1601SAH,-
SAID-0005210,"Hoshizaki America, Inc.",Ice Maker,1601,10/25/2012,KM-1601MRJZ3,-
SAID-0005209,"Hoshizaki America, Inc.",Ice Maker,1601,10/25/2012,KM-1601MRJZ3,-
SAID-0005208,"Hoshizaki America, Inc.",Ice Maker,1601,5/21/2020,KM-1601MRJZ,-
SAID-0005207,"Hoshizaki America, Inc.",Ice Maker,1601,10/1/2021,KM-1601MRJ3,-
SAID-0005206,"Hoshizaki America, Inc.",Ice Maker,1601,10/1/2021,KM-1601MRJ3,-
SAID-0005205,"Hoshizaki America, Inc.",Ice Maker,1601,11/3/2022,KM-1601MRJ,-
SAID-0005204,"Hoshizaki America, Inc.",Ice Maker,1601,11/3/2022,KM-1601MRJ,-
SAID-0005203,"Hoshizaki America, Inc.",Ice Maker,1601,2/1/2020,KM-1601MRJ,-
SAID-0005202,"Hoshizaki America, Inc.",Ice Maker,1601,1/1/2017,KM-1601MRH3,-
SAID-0005201,"Hoshizaki America, Inc.",Ice Maker,1601,1/1/2017,KM-1601MRH3,-
SAID-0005200,"Hoshizaki America, Inc.",Ice Maker,1601,6/1/2013,KM-1601MRH3,-
SAID-0005199,"Hoshizaki America, Inc.",Ice Maker,1601,6/1/2013,KM-1601MRH3,-
SAID-0005198,"Hoshizaki America, Inc.",Ice Maker,1601,3/26/2021,KM-1601MRH3,-
SAID-0005197,"Hoshizaki America, Inc.",Ice Maker,1601,3/26/2021,KM-1601MRH3,-
SAID-0005195,"Hoshizaki America, Inc.",Ice Maker,1601,2/1/2016,KM-1601MRH,-
SAID-0005194,"Hoshizaki America, Inc.",Ice Maker,1601,2/1/2016,KM-1601MRH,-
SAID-0005193,"Hoshizaki America, Inc.",Ice Maker,1601,12/1/2014,KM-1601MRH,-
SAID-0005192,"Hoshizaki America, Inc.",Ice Maker,1601,10/1/2014,KM-1601MRH,-
SAID-0005191,"Hoshizaki America, Inc.",Ice Maker,1601,5/1/2014,KM-1601MRH,-
SAID-0005190,"Hoshizaki America, Inc.",Ice Maker,1601,5/1/2014,KM-1601MRH,-
SAID-0005187,"Hoshizaki America, Inc.",Ice Maker,1601,12/1/2013,KM-1601MRH,-
SAID-0005186,"Hoshizaki America, Inc.",Ice Maker,1601,12/1/2013,KM-1601MRH,-
SAID-0005185,"Hoshizaki America, Inc.",Ice Maker,1601,5/1/2013,KM-1601MRH,-
SAID-0005184,"Hoshizaki America, Inc.",Ice Maker,1601,5/1/2013,KM-1601MRH,-
SAID-0005181,"Hoshizaki America, Inc.",Ice Maker,1600,6/1/2004,KM-1600SWH3,-
SAID-0005180,"Hoshizaki America, Inc.",Ice Maker,1600,11/1/2003,KM-1600SWH3,-
SAID-0005179,"Hoshizaki America, Inc.",Ice Maker,1600,4/1/2016,KM-1600SWH3,-
SAID-0005178,"Hoshizaki America, Inc.",Ice Maker,1600,11/1/2009,KM-1600SWH,-
SAID-0005177,"Hoshizaki America, Inc.",Ice Maker,1600,6/1/2010,KM-1600SWH,-
SAID-0005176,"Hoshizaki America, Inc.",Ice Maker,1600,12/1/2005,KM-1600SWH,-
